"分類","メモ","コマンド","表示名","いまの区分","高互換","止めるまで続く","歩ける","小道具","相手","車","成人向け","効果","手がかり","Dict","Anim"
"","","/e syringe","Syringe","物を持つ","","","○","prop_syringe_01","","","","","","anim@heists@humane_labs@finale@keycards","ped_a_enter_loop"
"","","/e tablet","Tablet","物を持つ","○","","○","prop_cs_tablet","","","","","","amb@world_human_tourist_map@male@base","base"
"","","/e tablet2","Tablet 2","物を持つ","○","","○","prop_cs_tablet","","","","","","amb@code_human_in_bus_passenger_idles@female@tablet@idle_a","idle_a"
"","","/e taco","Taco","物を持つ","","","○","prop_taco_01","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e tag","Tagging Shake Can Male","物を持つ","","","○","prop_cs_spray_can","","","","","","anim@scripted@freemode@postertag@graffiti_spray@male@","shake_can_male"
"","","/e tag2","Tagging Shake Can Female","物を持つ","","","○","prop_cs_spray_can","","","","","","anim@scripted@freemode@postertag@graffiti_spray@heeled@","shake_can_female"
"","","/e tag3","Tagging Male 1","物を持つ","","","○","prop_cs_spray_can","","","","","","anim@scripted@freemode@postertag@graffiti_spray@male@","spray_can_var_01_male"
"","","/e tag4","Tagging Male 2","物を持つ","","","○","prop_cs_spray_can","","","","","","anim@scripted@freemode@postertag@graffiti_spray@male@","spray_can_var_02_male"
"","","/e tag5","Tagging Female 1","物を持つ","","","○","prop_cs_spray_can","","","","","","anim@scripted@freemode@postertag@graffiti_spray@heeled@","spray_can_var_01_female"
"","","/e tag6","Tagging Female 2","物を持つ","","","○","prop_cs_spray_can","","","","","","anim@scripted@freemode@postertag@graffiti_spray@heeled@","spray_can_var_02_female"
"","","/e tag7","Tagging 7","物を持つ","","","○","m24_1_prop_m41_spraycan_01a","","","","","","anim@scripted@freemode@tagcoll_ig_postertag@heeled@","postertag"
"","","/e taichi","Tai chi","ふつうの動作","","○","","","","","","","lean","anim@veh@van@mule5@rps","lean_forward_idle"
"","","/e taichi2","Tai chi - Awkward","ふつうの動作","","","","","","","","","","switch@trevor@rand_temple","tai_chi_trevor"
"","","/mood Talking","Talking","表情","","","","","","","","","","mood_talking_1",""
"","","/e technodance","Techno Dance","ダンス","","○","","","","","","","nightclub","anim@amb@nightclub@mini@dance@dance_solo@techno_karate@","high_left_up"
"","","/e technodance2","Techno Dance 2","ダンス","","○","","","","","","","nightclub","anim@amb@nightclub@mini@dance@dance_solo@techno_karate@","med_center_up"
"","","/e technodance3","Techno Dance 3","ダンス","","○","","","","","","","nightclub","anim@amb@nightclub@mini@dance@dance_solo@techno_karate@","high_left"
"","","/e technodance4","Techno Dance 4","ダンス","","○","","","","","","","nightclub","anim@amb@nightclub@mini@dance@dance_solo@techno_karate@","high_right_up"
"","","/e teddy","Teddy","物を持つ","○","","○","v_ilev_mr_rasberryclean","","","","","","impexp_int-0","mp_m_waremech_01_dual-0"
"","","/e tennisplay","Tennis Play","物を持つ","","","○","prop_tennis_bag_01","","","","","","move_weapon@jerrycan@generic","idle"
"","","/walk Tense","Tense","歩き方","","","","","","","","","","move_action@generic@core",""
"","","/e texting","Texting","ふつうの動作","○","","","","","","","","","Scenario:SCENARIO","WORLD_HUMAN_STAND_MOBILE"
"","","/e think","Think","ふつうの動作","○","","○","","","","","","","misscarsteal4@aliens","rehearsal_base_idle_director"
"","","/e think2","Think 2","ふつうの動作","○","","○","","","","","","","missheist_jewelleadinout","jh_int_outro_loop_a"
"","","/e think3","Think 3","ふつうの動作","○","","○","","","","","","","timetable@tracy@ig_8@base","base"
"","","/e think4","Think 4","ふつうの動作","○","","○","","","","","","","anim@amb@casino@hangout@ped_male@stand@02b@idles","idle_a"
"","","/e think5","Think 5","ふつうの動作","○","","○","","","","","","","mp_cp_welcome_tutthink","b_think"
"","","/e threaten","Threaten","ふつうの動作","○","","○","","","","","","","random@atmrobberygen","b_atm_mugging"
"","","/e thumbsup","Thumbs Up","ふつうの動作","○","","○","","","","","","","anim@mp_player_intupperthumbs_up","idle_a"
"","","/e thumbsup2","Thumbs Up 2","ふつうの動作","○","","○","","","","","","","anim@mp_player_intselfiethumbs_up","idle_a"
"","","/e thumbsup3","Thumbs Up 3","ふつうの動作","○","","○","","","","","","","anim@mp_player_intincarthumbs_uplow@ds@","enter"
"","","/e tighten","Tighten (Yoga)","ふつうの動作","","○","","","","","","","","timetable@denice@ig_1","idle_b"
"","","/e tire","Tire","物を持つ","","","○","prop_wheel_tyre","","","","","","anim@heists@box_carry@","idle"
"","","/walk Toolbelt","Toolbelt Male","歩き方","","","","","","","","","","move_m@tool_belt@a",""
"","","/walk Toolbelt2","Toolbelt Female","歩き方","","","","","","","","","","move_f@tool_belt@a",""
"","","/e toolbox","Toolbox","物を持つ","","","○","prop_tool_box_04","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e toolbox2","Toolbox 2","物を持つ","","","○","imp_prop_tool_box_01a","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e toolbox3","Toolbox 3","物を持つ","","","○","xm3_prop_xm3_tool_box_01a","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e toolbox4","Toolbox 4","物を持つ","","","○","xm3_prop_xm3_tool_box_02a","","","","","","move_weapon@jerrycan@generic","idle"
"","","/walk Tough","Tough","歩き方","○","","","","","","","","","move_m@tough_guy@",""
"","","/walk Tough2","Tough 2","歩き方","○","","","","","","","","","move_f@tough_guy@",""
"","","/e tpose","T Pose","ふつうの動作","","","○","","","","","","yoga","missfam5_yoga","a2_pose"
"","","/e tpose2","T Pose 2","ふつうの動作","","○","","","","","","","sleep","mp_sleep","bind_pose_180"
"","","/walk Tracey","Tracey","歩き方","","","","","","","","","","move_characters@tracey",""
"","","/walk Trash","Trash","歩き方","○","","","","","","","","","clipset@move@trash_fast_turn",""
"","","/walk Trash2","Trash 2","歩き方","○","","","","","","","","","missfbi4prepp1_garbageman",""
"","","/walk Trevor","Trevor","歩き方","○","","","","","","","","","move_p_m_two",""
"","","/e tryclothes","Try Clothes","ふつうの動作","○","○","","","","","","","","mp_clothing@female@trousers","try_trousers_neutral_a"
"","","/e tryclothes2","Try Clothes 2","ふつうの動作","○","○","","","","","","","","mp_clothing@female@shirt","try_shirt_positive_a"
"","","/e tryclothes3","Try Clothes 3","ふつうの動作","○","○","","","","","","","","mp_clothing@female@shoes","try_shoes_positive_a"
"","","/e tryclothes4","Try Clothes 4","ふつうの動作","","","","","","","","","","anim@scripted@ulp_missions@change_clothes@female@","change_highroller"
"","","/e tryclothes5","Try Clothes 5","ふつうの動作","","","","","","","","","","anim@scripted@ulp_missions@change_clothes@","change_highroller_male"
"","","/e twerk","Twerk","ダンス","○","○","","","","","","","","switch@trevor@mocks_lapdance","001443_01_trvs_28_idle_stripper"
"","","/mood Twitch","Twitch","表情","","","","","","","","","","mood_skydive_1",""
"","","/e type","Type","ふつうの動作","○","","○","","","","","","","anim@heists@prison_heiststation@cop_reactions","cop_b_idle"
"","","/e type2","Type 2","ふつうの動作","○","","○","","","","","","","anim@heists@prison_heistig1_p1_guard_checks_bus","loop"
"","","/e type3","Type 3","ふつうの動作","○","","○","","","","","","","mp_prison_break","hack_loop"
"","","/e type4","Type 4","ふつうの動作","○","○","","","","","","","","mp_fbi_heist","loop"
"","","/e type5","Type 5 - Stare","ふつうの動作","","○","","","","","","","","anim@scripted@freemode@ig12_use_computer@male@","loop"
"","","/e umbrella","Umbrella - Middle","物を持つ","○","","○","p_amb_brolly_01","","","","","drinking drink","amb@world_human_drinking@coffee@male@base","base"
"","","/e umbrella2","Umbrella 2 - Right Shoulder","物を持つ","","","○","p_amb_brolly_01","","","","","","rcmnigel1d","base_club_shoulder"
"","","/e umbrella3","Umbrella 3 - Rain Check","物を持つ","","","○","p_amb_brolly_01","","","","","","mrwitt@rain_dreamy_pose","mrwitt"
"","","/e umbrella4","Umbrella 4 - Hold Left","物を持つ","","","○","p_amb_brolly_01","","","","","","custom@hold_umbrella","hold_left"
"","","/e uwu","UwU","ふつうの動作","","","○","","","","","","","uwu@egirl","base"
"","","/e uwu2","UwU 2","ふつうの動作","","","○","","","","","","","ebrwny_pack000","ebrwny_shy"
"","","/e valet","Valet","ふつうの動作","","○","","","","","","","","anim@amb@casino@valet_scenario@pose_a@","base_a_m_y_vinewood_01"
"","","/e valet2","Valet 2","ふつうの動作","","○","","","","","","","","anim@amb@casino@valet_scenario@pose_b@","base_a_m_y_vinewood_01"
"","","/e valet3","Valet 3","ふつうの動作","","","○","","","","","","","anim@amb@casino@valet_scenario@pose_d@","base_a_m_y_vinewood_01"
"","","/e vape","Vape","物を持つ","","","○","ba_prop_battle_vape_01","","","","○","smoking","amb@world_human_smoking@male@male_b@base","base"
"","","/e vape2","Vape 2","物を持つ","","","○","xm3_prop_xm3_vape_01a","","","","○","smoking","amb@world_human_smoking@male@male_b@base","base"
"","","/walk Veryslow","Very Slow","歩き方","","","","","","","","","","move_m@leaf_blower",""
"","","/e vest","Hold Vest","ふつうの動作","","","○","","","","","","","anim@male@holding_vest","holding_vest_clip"
"","","/e vest2","Hold Vest 2","ふつうの動作","","","○","","","","","","","anim@holding_side_vest","holding_side_vest_clip"
"","","/e vest3","Hold Vest 3","ふつうの動作","","","○","","","","","","","anim@holding_siege_vest_side","holding_siege_vest_side_clip"
"","","/e vest4","Hold Vest 4","ふつうの動作","","","○","","","","","","","anim@male@holding_vest_2","holding_vest_2_clip"
"","","/e vest5","Hold Vest 5","ふつうの動作","","","○","","","","","","","anim@male@holding_vest_siege","holding_vest_siege_clip"
"","","/e vest6","Hold Vest 6","ふつうの動作","","","○","","","","","","","anim@male@holding_vest_siege_2","holding_vest_siege_2_clip"
"","","/e vlog","Vlog","物を持つ","","","○","prop_ing_camera_01","","","","","","amb@world_human_mobile_film_shocking@male@base","base"
"","","/e vlog2","Vlog 2","物を持つ","","","○","prop_ing_camera_01","","","","","","anim@heists@humane_labs@finale@keycards","ped_a_enter_loop"
"","","/e vulture","Vulture","物を持つ","","","○","ch_prop_arcade_gun_bird_01a","","","","","","anim@heists@humane_labs@finale@keycards","ped_a_enter_loop"
"","","/e wait","Wait","ふつうの動作","○","","○","","","","","","","random@shop_tattoo","_idle_a"
"","","/e wait10","Wait 10","ふつうの動作","○","","○","","","","","","","timetable@amanda@ig_3","ig_3_base_tracy"
"","","/e wait11","Wait 11","ふつうの動作","○","","○","","","","","","","misshair_shop@hair_dressers","keeper_base"
"","","/e wait12","Wait 12","ふつうの動作","○","","○","","","","","","","rcmjosh1","keeper_base"
"","","/e wait13","Wait 13","ふつうの動作","○","","○","","","","","","","rcmnigel1a","base"
"","","/e wait2","Wait 2","ふつうの動作","○","","○","","","","","","","missbigscore2aig_3","wait_for_van_c"
"","","/e wait3","Wait 3","ふつうの動作","○","","○","","","","","","","amb@world_human_hang_out_street@female_hold_arm@idle_a","idle_a"
"","","/e wait4","Wait 4","ふつうの動作","○","","○","","","","","","","amb@world_human_hang_out_street@Female_arm_side@idle_a","idle_a"
"","","/e wait5","Wait 5","ふつうの動作","○","","○","","","","","","","missclothing","idle_storeclerk"
"","","/e wait6","Wait 6","ふつうの動作","○","","○","","","","","","","timetable@amanda@ig_2","ig_2_base_amanda"
"","","/e wait7","Wait 7","ふつうの動作","○","","○","","","","","","","rcmnigel1cnmt_1c","base"
"","","/e wait8","Wait 8","ふつうの動作","○","","○","","","","","","","rcmjosh1","idle"
"","","/e wait9","Wait 9","ふつうの動作","○","","○","","","","","","","rcmjosh2","josh_2_intp1_base"
"","","/e wallpose","Wall Pose","ふつうの動作","","○","","","","","","","","shamrock@wallpose1","pose"
"","","/e wallpose2","Wall Pose 2","ふつうの動作","","○","","","","","","","","shamrock@wallpose2","pose"
"","","/e wallpose3","Wall Pose 3","ふつうの動作","","○","","","","","","","","shamrock@wallpose3","pose"
"","","/e wallpose4","Wall Pose 4","ふつうの動作","","○","","","","","","","","shamrock@wallpose4","pose"
"","","/e wallpose5","Wall Pose 5","ふつうの動作","","○","","","","","","","","shamrock@wallpose5","pose"
"","","/e wank","Wank","ふつうの動作","","","○","","","","○","","","anim@mp_player_intselfiewank","idle_a"
"","","/e wank2","Wank 2","ふつうの動作","","","○","","","","○","","","anim@mp_player_intupperwank","idle_a"
"","","/e wank3","Wank 3","ふつうの動作","","","○","","","","○","","","mp_player_int_upperwank","mp_player_int_wank_02"
"","","/e wank4","Wank 4","ふつうの動作","","","○","","","","○","","","mp_player_int_upperwank","mp_player_int_wank_02_fp"
"","","/e wank5","Wank 5","ふつうの動作","","","","","","","○","","","mp_player_intwank","mp_player_int_wank"
"","","/e warmth","Warmth","ふつうの動作","○","","○","","","","","","","amb@world_human_stand_fire@male@idle_a","idle_a"
"","","/e watchstripper","Watch Stripper","ふつうの動作","","","","","","","○","","","amb@world_human_strip_watch_stand@male_c@idle_a","idle_b"
"","","/e watchstripper2","Watch Stripper 2","物を持つ","","","○","prop_beer_am","","","○","","","amb@world_human_strip_watch_stand@male_c@base","base"
"","","/e water","Water Bottle","物を持つ","","","○","vw_prop_casino_water_bottle_01a","","","","","drink","mp_player_intdrink","loop_bottle"
"","","/e wave","Wave","ふつうの動作","○","","○","","","","","","wave","friends@frj@ig_1","wave_a"
"","","/e wave2","Wave 2","ふつうの動作","○","","○","","","","","","wave","anim@mp_player_intcelebrationfemale@wave","wave"
"","","/e wave3","Wave 3","ふつうの動作","○","","○","","","","","","","friends@fra@ig_1","over_here_idle_a"
"","","/e wave4","Wave 4","ふつうの動作","○","","○","","","","","","","random@mugging5","001445_01_gangintimidation_1_female_idle_b"
"","","/e wave5","Wave 5","ふつうの動作","○","","○","","","","","","wave","friends@frj@ig_1","wave_b"
"","","/e wave6","Wave 6","ふつうの動作","○","","○","","","","","","wave","friends@frj@ig_1","wave_c"
"","","/e wave7","Wave 7","ふつうの動作","○","","○","","","","","","wave","friends@frj@ig_1","wave_d"
"","","/e wave8","Wave 8","ふつうの動作","○","","○","","","","","","wave","friends@frj@ig_1","wave_e"
"","","/e wave9","Wave 9","ふつうの動作","○","","○","","","","","","","gestures@m@standing@casual","gesture_hello"
